"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"47246","5389","Education","7","Male","47","Master’s Degree"
"3583","10504","Technology","17","Female","26","Master’s Degree"
"2122","4216","Education","6","Female","30","Bachelor’s Degree"
"45644","10178","Technology","19","Male","47","Master’s Degree"
"15688","3802","Education","7","Male","21","Bachelor’s Degree"
"3296","7306","Technology","3","Male","43","Associate Degree"
"39470","7121","Finance","9","Male","25","Bachelor’s Degree"
"20786","4395","Education","42","Male","56","Master’s Degree"
"64994","7998","Healthcare","11","Female","19","PhD"
"59136","7869","Finance","2","Female","37","Associate Degree"
"35172","7946","Healthcare","11","Male","26","Bachelor’s Degree"
"48317","4789","Education","1","Male","23","Master’s Degree"
"22094","4388","Education","15","Female","47","Bachelor’s Degree"
"40069","4583","Education","22","Male","43","Bachelor’s Degree"
"41839","8989","Healthcare","7","Male","34","Master’s Degree"
"8127","5303","Finance","31","Male","51","High School"
"58759","8177","Technology","12","Male","26","Associate Degree"
"38604","9701","Finance","12","Male","40","High School"
"21831","6352","Media","6","Male","21","Associate Degree"
"18494","9774","Technology","17","Male","53","Master’s Degree"
"49939","4445","Education","17","Male","36","Associate Degree"
"41838","4360","Education","16","Male","49","Master’s Degree"
"37555","8528","Healthcare","2","Female","19","Master’s Degree"
"19330","12004","Technology","23","Female","34","Master’s Degree"
"27576","4406","Education","12","Female","22","Associate Degree"
"33179","8270","Healthcare","23","Male","37","Associate Degree"
"66770","9469","Healthcare","8","Female","34","High School"
"56455","6955","Finance","10","Female","45","High School"
"46999","8278","Healthcare","37","Female","47","Master’s Degree"
"59278","6260","Healthcare","8","Male","25","Associate Degree"
"74427","10689","Technology","49","Female","59","PhD"
"51342","8879","Healthcare","12","Male","24","High School"
"34506","10130","Finance","18","Male","34","Associate Degree"
"14680","3769","Education","37","Male","45","Bachelor’s Degree"
"1099","10339","Finance","38","Female","49","High School"
"35585","7254","Healthcare","26","Female","40","High School"
"13050","8410","Healthcare","11","Female","56","Bachelor’s Degree"
"16075","9637","Technology","27","Male","42","Bachelor’s Degree"
"15322","4624","Education","3","Male","56","Bachelor’s Degree"
"60386","10199","Finance","11","Male","48","Bachelor’s Degree"
"65349","8343","Healthcare","21","Male","35","Bachelor’s Degree"
"55593","6649","Healthcare","31","Male","57","Master’s Degree"
"11444","5696","Media","6","Female","26","Master’s Degree"
"63145","8296","Healthcare","25","Female","33","High School"
"53562","6721","Healthcare","10","Male","33","Master’s Degree"
"63125","7263","Technology","37","Male","58","Bachelor’s Degree"
"45520","6055","Media","15","Female","29","High School"
"37354","3398","Education","12","Female","30","Associate Degree"
"52463","2851","Education","19","Female","55","High School"
"449","6142","Media","2","Female","49","Bachelor’s Degree"
"22269","6791","Media","6","Male","33","Master’s Degree"
"52036","6197","Media","13","Female","57","Master’s Degree"
"14588","8957","Technology","5","Female","23","Master’s Degree"
"53788","5389","Education","7","Male","20","Master’s Degree"
"71494","6484","Media","6","Male","40","High School"
"57270","7309","Technology","10","Female","21","High School"
"37186","9692","Technology","26","Female","53","Bachelor’s Degree"
"14419","6431","Healthcare","28","Male","48","Bachelor’s Degree"
"41734","7021","Technology","16","Female","49","Master’s Degree"
"53712","6042","Media","28","Female","55","Associate Degree"
"65903","8711","Healthcare","19","Male","28","Bachelor’s Degree"
"30576","5646","Media","28","Female","47","Associate Degree"
"36810","6587","Media","1","Male","32","Associate Degree"
"69216","8249","Technology","18","Male","47","Master’s Degree"
"12742","6052","Media","6","Male","23","Associate Degree"
"18039","6808","Healthcare","12","Male","25","Associate Degree"
"65302","7498","Finance","22","Male","38","Bachelor’s Degree"
"23267","8412","Technology","15","Male","26","Master’s Degree"
"54296","4108","Education","8","Male","56","High School"
"26249","8393","Finance","18","Male","34","Bachelor’s Degree"
"63403","4984","Education","17","Male","42","Bachelor’s Degree"
"51960","4334","Education","3","Male","38","Bachelor’s Degree"
"73090","4559","Education","7","Female","29","Bachelor’s Degree"
"32236","6198","Education","2","Male","23","Bachelor’s Degree"
"10559","4088","Education","26","Male","36","High School"
"19924","9737","Technology","2","Male","28","Master’s Degree"
"10512","8139","Healthcare","15","Male","52","Master’s Degree"
"12622","5599","Finance","8","Female","19","High School"
"32037","6205","Education","15","Male","28","Associate Degree"
"66769","8424","Healthcare","43","Male","59","High School"
"40744","8995","Healthcare","5","Male","31","Associate Degree"
"45484","8058","Healthcare","6","Female","22","High School"
"72222","3854","Education","15","Male","30","Master’s Degree"
"16320","8852","Technology","16","Female","34","Associate Degree"
"11414","8450","Technology","13","Female","51","Master’s Degree"
"14025","8974","Technology","32","Male","58","Bachelor’s Degree"
"25583","4004","Education","2","Female","53","Master’s Degree"
"19216","12808","Finance","2","Male","24","High School"
"37280","7007","Healthcare","10","Female","28","High School"
"60879","5174","Education","14","Male","38","Bachelor’s Degree"
"50701","9807","Healthcare","6","Female","54","Bachelor’s Degree"
"48986","9512","Finance","15","Male","28","Master’s Degree"
"54847","4323","Education","20","Female","51","High School"
"37285","3800","Education","1","Female","32","Master’s Degree"
"72562","6250","Media","11","Male","19","Associate Degree"
"18632","4232","Education","29","Female","55","Master’s Degree"
"10102","5433","Education","15","Male","37","Master’s Degree"
"11914","7008","Healthcare","23","Female","52","Bachelor’s Degree"
"22742","4399","Education","1","Female","34","Bachelor’s Degree"
"1136","8079","Healthcare","13","Female","25","Bachelor’s Degree"
"58690","10896","Technology","10","Female","21","Master’s Degree"
"59441","4851","Education","21","Female","59","Bachelor’s Degree"
"36282","6759","Media","12","Male","35","Associate Degree"
"35608","8694","Healthcare","36","Male","50","Bachelor’s Degree"
"56583","4121","Education","3","Female","27","High School"
"24718","9102","Healthcare","11","Female","24","PhD"
"22876","8081","Healthcare","2","Female","26","PhD"
"37483","8747","Healthcare","30","Female","54","Associate Degree"
"65657","8891","Healthcare","13","Male","30","Bachelor’s Degree"
"66320","9794","Technology","25","Female","59","Associate Degree"
"13847","8228","Technology","34","Female","55","Associate Degree"
"43559","9931","Technology","6","Male","32","Bachelor’s Degree"
"25869","6015","Media","30","Male","52","Associate Degree"
"45184","5336","Healthcare","1","Female","20","High School"
"73232","7876","Healthcare","38","Female","54","Bachelor’s Degree"
"9910","6208","Media","22","Male","41","Master’s Degree"
"41557","9106","Healthcare","8","Male","18","High School"
"19085","6705","Media","13","Female","34","High School"
"9935","8654","Finance","2","Male","50","High School"
"55412","6277","Media","34","Male","58","Associate Degree"
"66100","9785","Technology","9","Female","30","Associate Degree"
"24553","6824","Media","4","Female","26","Bachelor’s Degree"
"16680","8637","Technology","6","Female","34","Bachelor’s Degree"
"7483","6434","Media","9","Male","31","Associate Degree"
"11753","5169","Education","12","Male","39","Master’s Degree"
"190","4452","Education","29","Female","50","Associate Degree"
"74277","6363","Media","2","Male","29","Associate Degree"
"48545","4214","Finance","10","Female","38","Associate Degree"
"61174","3839","Education","11","Female","26","Master’s Degree"
"14067","4305","Education","35","Female","50","Bachelor’s Degree"
"66952","8571","Healthcare","7","Male","20","High School"
"65046","8998","Finance","8","Female","24","Associate Degree"
"27679","5743","Media","37","Male","59","Bachelor’s Degree"
"69180","6564","Media","12","Female","54","Bachelor’s Degree"
"41020","9825","Finance","32","Male","52","Associate Degree"
"6307","8153","Healthcare","32","Male","48","Master’s Degree"
"34717","3548","Education","35","Female","54","Master’s Degree"
"51902","11080","Technology","31","Male","53","Associate Degree"
"38216","5771","Healthcare","5","Female","19","Master’s Degree"
"6029","4435","Education","7","Male","20","Bachelor’s Degree"
"2459","7553","Media","6","Female","38","High School"
"73653","7235","Media","13","Female","40","Associate Degree"
"24045","4546","Education","15","Female","56","Bachelor’s Degree"
"48436","10807","Technology","20","Male","50","Associate Degree"
"72352","6509","Media","6","Female","40","Bachelor’s Degree"
"72400","8912","Finance","18","Female","28","High School"
"61526","9235","Technology","7","Female","36","Master’s Degree"
"38156","7379","Finance","15","Male","23","Master’s Degree"
"21602","7629","Technology","37","Male","46","Bachelor’s Degree"
"71038","8040","Healthcare","12","Male","32","Master’s Degree"
"56309","9275","Technology","23","Male","40","Associate Degree"
"2416","8099","Healthcare","13","Female","28","Master’s Degree"
"42232","9051","Technology","6","Male","21","Associate Degree"
"74011","5674","Media","9","Female","47","Bachelor’s Degree"
"20279","7407","Finance","17","Female","27","Bachelor’s Degree"
"8862","5617","Media","17","Male","39","Master’s Degree"
"34502","6160","Media","5","Female","19","High School"
"33328","9329","Technology","8","Male","23","Associate Degree"
"61290","9151","Finance","4","Female","48","Master’s Degree"
"56335","5014","Media","19","Male","30","Master’s Degree"
"44831","9012","Technology","34","Male","46","Master’s Degree"
"36411","5048","Education","13","Female","50","Bachelor’s Degree"
"19857","3876","Education","9","Female","18","Bachelor’s Degree"
"42975","6660","Media","18","Female","38","Bachelor’s Degree"
"53833","6235","Media","9","Female","44","High School"
"49872","5306","Media","26","Female","51","Bachelor’s Degree"
"4537","5677","Education","39","Male","53","Associate Degree"
"41812","8949","Technology","2","Male","32","High School"
"18657","9776","Technology","10","Male","30","PhD"
"51299","6864","Media","13","Male","31","Bachelor’s Degree"
"50334","8435","Technology","14","Female","27","Associate Degree"
"46488","8152","Healthcare","26","Male","44","High School"
"39005","5155","Education","10","Male","28","Associate Degree"
"14657","8974","Finance","5","Male","26","High School"
"61443","11072","Technology","3","Male","19","High School"
"57751","8465","Technology","9","Female","20","Bachelor’s Degree"
"34312","9530","Finance","3","Female","44","Master’s Degree"
"66702","8834","Finance","7","Male","22","Associate Degree"
"611","7738","Technology","2","Male","18","High School"
"7947","6941","Healthcare","10","Male","37","High School"
"38492","7808","Finance","18","Female","41","Master’s Degree"
"6519","6800","Finance","11","Male","41","Master’s Degree"
"4554","6175","Healthcare","36","Male","44","Bachelor’s Degree"
"38120","7726","Technology","23","Female","42","Bachelor’s Degree"
"59595","8333","Healthcare","20","Female","45","Bachelor’s Degree"
"14987","8205","Healthcare","19","Male","40","Bachelor’s Degree"
"33412","5898","Education","27","Male","35","Associate Degree"
"17849","8509","Healthcare","12","Male","43","PhD"
"68164","6336","Healthcare","39","Female","56","Bachelor’s Degree"
"3206","7224","Healthcare","22","Male","30","Associate Degree"
"51001","6949","Technology","31","Female","44","Bachelor’s Degree"
"38158","4993","Education","12","Male","22","High School"
"20704","5819","Media","6","Female","23","Bachelor’s Degree"
"40627","8106","Healthcare","20","Female","52","High School"
